Date,Open,High,Low,Close,Adj Close,Volume
2012-09-24,1310.000000,1313.000000,1277.000000,1289.449951,1183.752808,2468510
2012-09-25,1290.099976,1309.750000,1282.300049,1293.199951,1187.195435,1911847
2012-09-26,1295.199951,1305.000000,1282.000000,1285.599976,1180.218628,1646406
2012-09-27,1280.099976,1299.500000,1261.099976,1271.550049,1167.320435,2802699
2012-09-28,1278.800049,1305.000000,1276.500000,1295.900024,1189.674561,1456498
2012-10-01,1295.000000,1309.800049,1293.050049,1302.949951,1196.146240,897809
2012-10-03,1302.949951,1325.000000,1301.000000,1322.650024,1214.231567,1159115
2012-10-04,1320.000000,1321.650024,1308.650024,1317.150024,1209.182495,659642
2012-10-05,1310.250000,1319.349976,1055.000000,1304.000000,1197.110718,1918055
2012-10-08,1310.000000,1315.250000,1285.449951,1292.699951,1186.736450,842704
2012-10-09,1297.900024,1298.800049,1285.000000,1294.849976,1188.710571,645577
2012-10-10,1286.000000,1301.750000,1285.000000,1289.349976,1183.661255,581989
2012-10-11,1290.250000,1301.550049,1286.050049,1289.449951,1183.752808,817763
2012-10-12,1278.800049,1313.650024,1273.199951,1298.449951,1192.015503,1234771
2012-10-15,1294.000000,1302.400024,1287.500000,1294.650024,1188.526978,407264
2012-10-16,1297.000000,1310.199951,1287.800049,1295.900024,1189.674561,641372
2012-10-17,1301.300049,1304.900024,1272.000000,1283.150024,1177.969727,798740
2012-10-18,1286.250000,1311.000000,1280.199951,1307.349976,1200.185791,723564
2012-10-19,1309.000000,1311.400024,1282.000000,1289.699951,1183.982544,1412808
2012-10-22,1325.099976,1334.900024,1303.000000,1318.900024,1210.788696,2698671
2012-10-23,1324.000000,1324.000000,1311.900024,1314.599976,1206.841431,568348
2012-10-25,1314.599976,1323.900024,1304.250000,1315.349976,1207.530029,1127235
2012-10-29,1315.349976,1319.800049,1300.800049,1308.400024,1201.149658,407814
2012-10-30,1304.400024,1322.000000,1304.400024,1311.500000,1203.995361,402634
2012-10-31,1309.099976,1316.800049,1304.000000,1315.500000,1210.436646,499768
2012-11-01,1314.900024,1320.349976,1310.199951,1315.250000,1210.206665,789884
2012-11-02,1324.900024,1338.000000,1318.400024,1331.199951,1224.882690,836987
2012-11-05,1335.900024,1343.349976,1325.300049,1329.599976,1223.410645,611913
2012-11-06,1325.000000,1337.400024,1319.449951,1320.550049,1215.083130,648733
2012-11-07,1325.000000,1333.349976,1321.500000,1331.500000,1225.158691,529195
2012-11-08,1324.000000,1334.699951,1316.599976,1331.199951,1224.882690,619522
2012-11-09,1330.000000,1333.250000,1320.900024,1324.949951,1219.131836,355691
2012-11-12,1320.000000,1348.000000,1320.000000,1334.500000,1227.919067,733391
2012-11-15,1334.500000,1334.500000,1291.000000,1294.150024,1190.791626,867701
2012-11-16,1299.800049,1306.800049,1280.099976,1286.800049,1184.028809,799445
2012-11-19,1290.099976,1295.000000,1258.500000,1262.349976,1161.531616,838143
2012-11-20,1275.000000,1282.900024,1256.050049,1272.800049,1171.146851,628020
2012-11-21,1276.250000,1294.699951,1276.250000,1282.199951,1179.795898,470872
2012-11-22,1282.099976,1284.099976,1271.000000,1276.449951,1174.505005,305812
2012-11-23,1282.000000,1291.400024,1271.250000,1288.599976,1185.684814,374838
2012-11-26,1288.000000,1295.699951,1285.000000,1293.699951,1190.377319,228167
2012-11-27,1299.900024,1299.900024,1288.300049,1295.199951,1191.757446,669080
2012-11-29,1295.199951,1312.000000,1292.349976,1298.099976,1194.426392,1735289
2012-11-30,1295.000000,1325.000000,1291.099976,1314.000000,1209.056519,1789647
2012-12-03,1315.000000,1322.000000,1305.199951,1316.800049,1211.632690,659756
2012-12-04,1315.099976,1321.800049,1292.900024,1299.449951,1195.668335,797560
2012-12-05,1300.000000,1307.550049,1288.599976,1297.900024,1194.242676,895029
2012-12-06,1295.000000,1295.000000,1269.000000,1280.699951,1178.416138,1185046
2012-12-07,1276.650024,1280.699951,1257.050049,1264.150024,1163.187622,978607
2012-12-10,1262.099976,1266.800049,1231.199951,1237.199951,1138.390137,1514715
2012-12-11,1235.000000,1243.000000,1210.349976,1219.699951,1122.287842,2463457
2012-12-12,1224.900024,1241.000000,1221.099976,1225.800049,1127.900391,1243974
2012-12-13,1230.099976,1234.599976,1217.099976,1222.550049,1124.910034,1148581
2012-12-14,1217.000000,1245.000000,1216.150024,1242.900024,1143.634766,1098407
2012-12-17,1239.150024,1248.900024,1202.099976,1205.500000,1109.221924,2241449
2012-12-18,1214.699951,1225.000000,1197.000000,1210.650024,1113.960571,2344241
2012-12-19,1216.099976,1236.550049,1216.099976,1232.650024,1134.203369,3321030
2012-12-20,1227.150024,1255.000000,1227.150024,1252.050049,1152.054077,1157015
2012-12-21,1250.000000,1264.400024,1237.699951,1258.699951,1158.172852,1228984
2012-12-24,1262.000000,1271.099976,1260.099976,1266.199951,1165.073853,627409
2012-12-26,1266.199951,1269.150024,1255.300049,1262.199951,1161.393188,717629
2012-12-27,1264.900024,1264.900024,1247.650024,1250.949951,1151.041870,997079
2012-12-28,1254.000000,1272.000000,1250.750000,1267.500000,1166.270020,750811
2012-12-31,1261.000000,1265.599976,1252.000000,1255.849976,1155.550293,352085
2013-01-01,1266.949951,1267.900024,1260.000000,1264.150024,1163.187622,254790
2013-01-02,1267.000000,1272.400024,1255.550049,1263.300049,1162.405640,940123
2013-01-03,1265.000000,1284.000000,1259.949951,1280.599976,1178.323730,1317565
2013-01-04,1285.000000,1301.000000,1280.900024,1299.199951,1195.438354,2614380
2013-01-07,1300.000000,1304.000000,1290.250000,1294.849976,1191.435669,910376
2013-01-08,1295.000000,1304.300049,1294.300049,1300.250000,1196.404663,1170935
2013-01-09,1301.000000,1307.400024,1273.150024,1276.599976,1174.643555,1567949
2013-01-10,1279.900024,1282.099976,1255.300049,1258.400024,1157.896973,2261419
2013-01-11,1290.000000,1322.500000,1290.000000,1306.349976,1202.017212,3902503
2013-01-14,1319.000000,1348.449951,1307.349976,1334.500000,1227.919067,2895112
2013-01-15,1390.000000,1400.000000,1327.000000,1337.449951,1230.633301,4131489
2013-01-16,1336.900024,1355.000000,1309.000000,1347.750000,1240.111084,2054746
2013-01-17,1349.699951,1371.800049,1343.000000,1362.000000,1253.222900,1514272
2013-01-18,1362.500000,1366.050049,1338.050049,1351.000000,1243.101440,720235
2013-01-21,1352.500000,1354.900024,1327.099976,1330.000000,1223.778564,630019
2013-01-22,1326.000000,1331.699951,1308.099976,1317.500000,1212.276978,693315
2013-01-23,1315.750000,1323.750000,1298.400024,1311.949951,1209.925049,938827
2013-01-24,1305.000000,1336.900024,1305.000000,1328.550049,1225.234131,1749235
2013-01-25,1323.750000,1345.000000,1323.750000,1340.500000,1236.254883,760550
2013-01-28,1340.300049,1349.949951,1337.949951,1345.050049,1240.451172,1214077
2013-01-29,1341.199951,1356.550049,1340.300049,1344.949951,1240.358887,865902
2013-01-30,1341.000000,1349.849976,1335.800049,1346.150024,1241.465698,1139572
2013-01-31,1348.849976,1352.449951,1326.400024,1344.150024,1239.620728,2156584
2013-02-01,1344.000000,1352.000000,1342.150024,1348.099976,1243.264038,742270
2013-02-04,1349.000000,1367.800049,1345.150024,1356.349976,1250.872437,1243652
2013-02-05,1345.099976,1365.000000,1345.099976,1360.050049,1254.284546,1080997
2013-02-06,1362.500000,1375.900024,1362.000000,1370.550049,1263.967896,1786853
2013-02-07,1361.000000,1390.000000,1361.000000,1387.150024,1279.277222,1306391
2013-02-08,1386.000000,1437.000000,1385.099976,1422.599976,1311.970337,3486809
2013-02-11,1424.000000,1428.900024,1412.250000,1414.699951,1304.684692,1156063
2013-02-12,1409.050049,1415.000000,1401.849976,1410.050049,1300.396118,1112751
2013-02-13,1409.800049,1441.650024,1405.099976,1435.400024,1323.774780,1911333
2013-02-14,1430.099976,1455.800049,1429.000000,1447.699951,1335.118652,1473479
2013-02-15,1444.000000,1451.800049,1430.650024,1442.150024,1329.999878,910395
2013-02-18,1440.099976,1441.900024,1420.000000,1425.349976,1314.506348,476043
2013-02-19,1421.599976,1448.900024,1412.699951,1443.550049,1331.291382,372147
2013-02-20,1441.500000,1457.000000,1441.500000,1452.800049,1339.821655,1130759
2013-02-21,1440.699951,1456.849976,1440.699951,1451.050049,1338.208008,1924573
2013-02-22,1450.000000,1464.050049,1442.300049,1455.099976,1341.942749,655347
2013-02-25,1453.000000,1475.000000,1451.500000,1473.699951,1359.096436,865015
2013-02-26,1467.000000,1499.949951,1466.000000,1496.400024,1380.031006,1426835
2013-02-27,1495.250000,1503.050049,1477.300049,1483.199951,1367.857544,1278341
2013-02-28,1486.250000,1525.000000,1485.250000,1517.000000,1399.029297,2299712
2013-03-01,1515.099976,1516.000000,1498.000000,1501.849976,1385.057129,1268663
