Date,Open,High,Low,Close,Adj Close,Volume
2012-09-24,5691.950195,5709.850098,5662.750000,5669.600098,5669.600098,0
2012-09-25,5674.899902,5702.700195,5652.450195,5673.899902,5673.899902,0
2012-09-26,5653.399902,5672.799805,5638.649902,5663.450195,5663.450195,0
2012-09-27,5673.750000,5693.700195,5639.700195,5649.500000,5649.500000,0
2012-09-28,5684.799805,5735.149902,5683.450195,5703.299805,5703.299805,0
2012-10-01,5704.750000,5722.950195,5694.000000,5718.799805,5718.799805,0
2012-10-03,5718.799805,5743.250000,5715.799805,5731.250000,5731.250000,0
2012-10-04,5751.549805,5807.250000,5751.350098,5787.600098,5787.600098,0
2012-10-05,5815.000000,5815.350098,4888.200195,5746.950195,5746.950195,0
2012-10-08,5751.850098,5751.850098,5666.200195,5676.000000,5676.000000,0
2012-10-09,5708.149902,5728.649902,5677.899902,5704.600098,5704.600098,0
2012-10-10,5671.149902,5686.500000,5647.049805,5652.149902,5652.149902,0
2012-10-11,5663.500000,5721.100098,5636.950195,5708.049805,5708.049805,0
2012-10-12,5681.700195,5725.000000,5659.350098,5676.049805,5676.049805,0
2012-10-15,5674.250000,5693.700195,5651.049805,5687.250000,5687.250000,0
2012-10-16,5705.600098,5714.000000,5635.600098,5648.000000,5648.000000,0
2012-10-17,5681.100098,5684.350098,5633.899902,5660.250000,5660.250000,0
2012-10-18,5675.299805,5722.500000,5650.549805,5718.700195,5718.700195,0
2012-10-19,5703.299805,5711.700195,5660.000000,5684.250000,5684.250000,0
2012-10-22,5667.600098,5721.549805,5658.049805,5717.149902,5717.149902,0
2012-10-23,5715.649902,5720.799805,5681.450195,5691.399902,5691.399902,0
2012-10-25,5691.399902,5718.750000,5685.700195,5705.299805,5705.299805,0
2012-10-29,5683.549805,5698.299805,5641.750000,5665.600098,5665.600098,0
2012-10-30,5656.350098,5689.899902,5589.899902,5597.899902,5597.899902,0
2012-10-31,5596.750000,5624.399902,5583.049805,5619.700195,5619.700195,0
2012-11-01,5609.850098,5649.750000,5601.950195,5645.049805,5645.049805,0
2012-11-02,5696.350098,5711.299805,5682.549805,5697.700195,5697.700195,0
2012-11-05,5693.049805,5709.200195,5679.500000,5704.200195,5704.200195,0
2012-11-06,5694.100098,5730.799805,5693.649902,5724.399902,5724.399902,0
2012-11-07,5718.600098,5777.299805,5711.399902,5760.100098,5760.100098,0
2012-11-08,5709.000000,5744.500000,5693.950195,5738.750000,5738.750000,0
2012-11-09,5731.100098,5751.700195,5677.750000,5686.250000,5686.250000,0
2012-11-11,null,null,null,null,null,null
2012-11-12,5688.450195,5718.899902,5665.750000,5683.700195,5683.700195,0
2012-11-15,5689.700195,5698.250000,5603.549805,5631.000000,5631.000000,0
2012-11-16,5624.799805,5650.149902,5559.799805,5574.049805,5574.049805,0
2012-11-19,5577.299805,5592.750000,5549.250000,5571.399902,5571.399902,0
2012-11-20,5604.799805,5613.700195,5548.350098,5571.549805,5571.549805,0
2012-11-21,5582.500000,5620.200195,5561.399902,5614.799805,5614.799805,0
2012-11-22,5628.600098,5643.350098,5608.000000,5627.750000,5627.750000,0
