Date,Open,High,Low,Close,Adj Close,Volume
2017-07-13,844.000000,846.650024,839.825012,841.775024,816.354004,2240502
2017-07-14,841.950012,843.025024,836.000000,839.974976,814.608337,1221626
2017-07-17,841.275024,843.825012,838.500000,841.174988,815.772095,1199670
2017-07-18,839.849976,843.924988,838.674988,841.775024,816.354004,1161094
2017-07-19,842.500000,848.099976,840.924988,846.150024,820.596985,1993622
2017-07-20,846.950012,857.500000,844.075012,855.450012,829.616150,1849238
2017-07-21,857.049988,857.625000,850.000000,851.525024,825.809631,1936754
2017-07-24,855.000000,870.000000,847.500000,867.549988,841.350647,9839088
2017-07-25,879.500000,879.500000,866.525024,869.825012,843.556885,5580234
2017-07-26,871.000000,877.500000,866.250000,873.775024,847.387756,1947672
2017-07-27,878.000000,899.400024,875.775024,894.825012,867.802002,8980856
2017-07-28,886.000000,893.250000,880.549988,889.250000,862.395325,4627698
2017-07-31,888.775024,895.500000,883.275024,892.200012,865.256226,3684570
2017-08-01,890.924988,904.575012,886.099976,898.599976,871.462952,4258430
2017-08-02,903.500000,903.500000,891.025024,895.825012,868.771729,3698958
2017-08-03,894.000000,896.000000,887.200012,889.974976,863.098389,2128392
2017-08-04,888.500000,898.375000,883.075012,895.125000,868.092896,1772534
2017-08-07,893.000000,898.224976,892.500000,894.275024,867.268555,959330
2017-08-08,896.049988,898.625000,883.049988,888.950012,862.104431,2017686
2017-08-09,885.500000,888.525024,879.174988,882.224976,855.582397,1635028
2017-08-10,880.000000,883.000000,876.424988,880.224976,853.642822,3894222
2017-08-11,872.500000,879.000000,865.575012,874.525024,848.114990,3179918
2017-08-14,876.500000,887.474976,874.000000,878.599976,852.066895,1788542
2017-08-16,881.174988,894.900024,874.275024,890.625000,863.728882,2213416
2017-08-17,888.125000,890.474976,876.875000,882.700012,856.043152,2727434
2017-08-18,880.000000,880.500000,871.500000,876.075012,849.618225,1853732
2017-08-21,877.000000,879.500000,869.099976,871.599976,845.278320,2004862
2017-08-22,875.650024,877.000000,868.400024,873.500000,847.120972,3304778
2017-08-23,875.000000,888.974976,875.000000,886.224976,859.461670,1680262
2017-08-24,887.450012,887.474976,879.575012,881.250000,854.636963,3939138
2017-08-28,881.200012,885.575012,879.174988,881.125000,854.515686,753892
2017-08-29,879.500000,879.500000,869.000000,873.075012,846.708801,2459298
2017-08-30,875.974976,885.000000,875.025024,884.275024,857.570557,1347160
2017-08-31,886.000000,889.924988,878.200012,888.224976,861.401245,3651718
2017-09-01,890.500000,890.724976,880.549988,883.799988,857.109924,1147586
2017-09-04,882.500000,882.500000,873.049988,875.450012,849.012085,1821262
2017-09-05,878.500000,882.450012,875.500000,877.674988,851.169861,1841218
2017-09-06,871.875000,881.400024,869.000000,879.950012,853.376221,2875816
2017-09-07,880.049988,888.375000,880.049988,883.275024,856.600891,3473210
2017-09-08,886.700012,895.000000,885.500000,893.825012,866.832153,4155832
2017-09-11,896.500000,914.500000,895.099976,911.674988,884.143066,5738838
2017-09-12,913.849976,919.950012,909.150024,917.599976,889.889160,3343840
2017-09-13,917.500000,924.500000,912.000000,920.924988,893.113770,2497688
2017-09-14,920.075012,926.250000,915.750000,919.700012,891.925720,4077008
2017-09-15,918.000000,925.900024,916.724976,924.474976,896.556519,1883666
2017-09-18,926.775024,932.224976,926.250000,930.224976,902.132935,2042464
2017-09-19,932.450012,934.000000,923.775024,924.849976,896.920288,2120734
2017-09-20,924.000000,930.724976,922.625000,924.424988,896.508118,1723064
2017-09-21,924.000000,924.250000,915.349976,919.549988,891.780273,3856248
2017-09-22,917.400024,919.474976,910.000000,912.049988,884.506775,4121762
2017-09-25,911.224976,911.224976,896.299988,899.875000,872.699463,5074614
2017-09-26,894.525024,898.299988,892.500000,896.150024,869.086975,5719366
2017-09-27,898.000000,902.799988,885.000000,888.250000,861.425537,3668610
2017-09-28,887.000000,899.500000,881.650024,897.650024,870.541687,13823232
2017-09-29,900.049988,911.000000,898.125000,902.849976,875.584473,3106816
2017-10-03,904.000000,910.500000,898.549988,904.424988,877.112000,2197212
2017-10-04,903.950012,905.950012,896.674988,898.500000,871.366028,3312552
2017-10-05,897.500000,902.500000,896.549988,899.299988,872.141846,1668098
2017-10-06,899.000000,902.224976,897.000000,900.049988,872.869202,1515330
2017-10-09,899.400024,901.500000,895.250000,897.750000,870.638611,1531246
2017-10-10,899.500000,907.474976,896.325012,901.349976,874.129944,1899090
2017-10-11,901.625000,907.625000,893.799988,895.075012,868.044434,2633720
2017-10-12,897.549988,910.724976,894.000000,909.400024,881.936829,2690780
2017-10-13,913.349976,928.275024,911.000000,925.400024,897.453674,3216732
