Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Adj Close
2000-02-09,RELIANCE,EQ,342.4,349.0,354.65,344.8,346.7,350.4,350.02,11436821,4.0030886256e+14,,,,22.898201
2000-02-10,RELIANCE,EQ,350.4,348.8,363.8,344.9,363.0,355.75,352.92,10792579,3.8088649682e+14,,,,23.247808
2000-02-11,RELIANCE,EQ,355.75,364.0,374.0,360.05,361.4,363.3,366.5,8155627,2.98899719775e+14,,,,23.741167
2000-02-14,RELIANCE,EQ,363.3,359.0,360.9,350.0,350.8,352.1,355.41,5127399,1.82230982625e+14,,,,23.009281
2000-02-15,RELIANCE,EQ,352.1,352.0,354.4,342.05,343.5,344.35,348.97,8124337,2.83512695225e+14,,,,22.502832
2000-02-16,RELIANCE,EQ,344.35,350.0,353.8,343.1,346.75,348.15,348.91,7876392,2.74815741525e+14,,,,22.751144
2000-02-17,RELIANCE,EQ,348.15,347.7,356.8,347.5,355.4,354.55,353.61,7670820,2.71245358435e+14,,,,23.169399
2000-02-18,RELIANCE,EQ,354.55,356.9,357.95,348.0,350.3,349.45,353.11,5030667,1.776389299e+14,,,,22.836115
2000-02-21,RELIANCE,EQ,349.45,348.4,352.0,341.65,344.0,345.65,347.65,2944404,1.02362029135e+14,,,,22.587761
2000-02-22,RELIANCE,EQ,345.65,346.0,347.0,332.5,335.25,334.35,338.6,7192242,2.43527061335e+14,,,,21.849354
2000-02-23,RELIANCE,EQ,334.35,344.7,344.7,327.3,330.0,329.8,336.8,4831725,1.62732064455e+14,,,,21.55201
2000-02-24,RELIANCE,EQ,329.8,332.9,340.7,329.3,339.0,336.75,336.11,5663873,1.90370496045e+14,,,,22.006165
2000-02-25,RELIANCE,EQ,336.75,341.4,342.9,326.1,326.9,328.6,334.39,3912097,1.30814752575e+14,,,,21.473602
2000-02-28,RELIANCE,EQ,328.6,324.85,337.25,310.0,337.25,333.1,326.95,5026004,1.6432697028e+14,,,,21.767643
2000-02-29,RELIANCE,EQ,333.1,337.9,342.85,306.45,309.5,310.85,330.53,9970107,3.2954217865e+14,,,,20.313633
2000-03-01,RELIANCE,EQ,310.85,315.0,329.85,299.0,317.25,316.8,313.87,10765888,3.3790649725e+14,,,,20.702477
2000-03-02,RELIANCE,EQ,316.8,318.85,322.0,291.5,291.5,291.75,304.69,12536245,3.8196422803e+14,,,,19.065466
2000-03-03,RELIANCE,EQ,291.75,286.1,286.1,268.45,268.45,268.45,272.37,4636776,1.26293615445e+14,,,,17.542877
2000-03-06,RELIANCE,EQ,268.45,268.45,283.85,247.0,254.7,253.95,266.91,10430713,2.78402377635e+14,,,,16.59532
2000-03-07,RELIANCE,EQ,253.95,257.0,259.0,240.0,244.5,242.3,247.15,9560450,2.3628702798e+14,,,,15.833983
2000-03-08,RELIANCE,EQ,242.3,246.9,250.5,230.0,234.3,232.95,240.78,7256376,1.74718646065e+14,,,,15.222976
2000-03-09,RELIANCE,EQ,232.95,235.9,242.4,224.15,230.9,231.3,232.51,5545792,1.28944788695e+14,,,,15.115154
2000-03-10,RELIANCE,EQ,231.3,234.0,234.8,214.6,218.4,216.85,223.16,6597169,1.47221505515e+14,,,,14.170859
2000-03-13,RELIANCE,EQ,216.85,219.9,229.5,200.3,203.3,203.2,217.37,10765401,2.34002328445e+14,,,,13.278866
2000-03-14,RELIANCE,EQ,203.2,205.5,219.5,197.15,219.0,219.2,212.29,10106318,2.145437329e+14,,,,14.32445
2000-03-15,RELIANCE,EQ,219.2,224.0,236.75,216.0,236.75,236.75,232.23,5711222,1.3263086217e+14,,,,15.471287
2000-03-16,RELIANCE,EQ,236.75,239.5,247.8,230.1,235.5,234.85,238.54,10564295,2.5200348282e+14,,,,15.34715
2000-03-21,RELIANCE,EQ,234.85,238.8,242.8,227.6,242.5,237.9,234.11,6838036,1.60082425405e+14,,,,15.546468
2000-03-22,RELIANCE,EQ,237.9,245.0,248.5,241.2,243.0,243.4,244.58,4931613,1.20616711855e+14,,,,15.905863
2000-03-23,RELIANCE,EQ,243.4,245.25,245.8,238.55,239.95,240.95,241.32,4286132,1.034318902e+14,,,,15.745788
2000-03-24,RELIANCE,EQ,240.95,239.2,242.95,237.65,242.9,240.6,240.45,2637850,6.342812835e+13,,,,15.722902
