Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Adj Close
2003-03-13,RELIANCE,EQ,278.3,278.0,280.9,275.4,278.6,277.95,278.21,3577231,9.952189944e+13,,720011.0,0.2013,24.590992
2003-03-17,RELIANCE,EQ,277.95,278.0,280.9,275.25,280.4,279.55,277.78,4017792,1.11607544135e+14,,1365320.0,0.3398,24.732544
2003-03-19,RELIANCE,EQ,279.55,282.0,285.7,281.55,285.3,285.05,283.73,3524481,1.0000070992e+14,,1261089.0,0.3578,25.219166
2003-03-20,RELIANCE,EQ,285.05,280.0,295.9,280.0,295.5,293.35,289.36,5099545,1.4756176149e+14,,1362900.0,0.2673,25.953487
2003-03-21,RELIANCE,EQ,293.35,291.6,294.95,285.3,292.5,293.5,291.68,4093968,1.1941156562e+14,,1010758.0,0.2469,25.96674
2003-03-24,RELIANCE,EQ,294.45,292.9,292.9,281.55,282.0,282.85,286.81,3978037,1.14092375385e+14,,1054223.0,0.265,25.024485
2003-03-25,RELIANCE,EQ,282.85,279.0,286.7,277.15,286.0,285.7,283.22,3507508,9.9341157635e+13,,712468.0,0.2031,25.276649
2003-03-26,RELIANCE,EQ,285.7,286.5,288.15,282.6,283.85,284.5,284.95,2791345,7.953954874e+13,,789748.0,0.2829,25.170506
2003-03-27,RELIANCE,EQ,284.5,282.9,283.65,279.2,279.5,280.5,281.68,2501955,7.047577309e+13,,615273.0,0.2459,24.816601
2003-03-28,RELIANCE,EQ,280.5,280.9,286.4,280.15,284.65,285.45,283.31,3051450,8.645062376e+13,,845258.0,0.277,25.254507
2003-03-31,RELIANCE,EQ,285.45,281.1,282.8,275.6,276.2,278.1,279.7,3356489,9.3880604825e+13,,800515.0,0.2385,24.60425
2003-04-01,RELIANCE,EQ,278.1,276.0,282.75,276.0,282.15,281.05,280.85,2662922,7.4787094625e+13,,595100.0,0.2235,24.865257
2003-04-02,RELIANCE,EQ,281.05,282.55,286.0,281.0,281.25,282.3,283.72,2499790,7.0925196065e+13,,684385.0,0.2738,24.975821
2003-04-03,RELIANCE,EQ,282.3,283.0,287.0,282.05,286.5,285.5,284.34,2228894,6.337631293e+13,,571775.0,0.2565,25.258926
2003-04-04,RELIANCE,EQ,285.5,286.15,294.1,286.15,293.5,293.45,290.16,4914794,1.4260841145e+14,,1107396.0,0.2253,25.962326
2003-04-07,RELIANCE,EQ,293.45,295.25,302.0,295.0,301.35,300.15,298.88,4929495,1.4733333003e+14,,1803377.0,0.3658,26.555094
2003-04-08,RELIANCE,EQ,300.15,298.0,298.8,294.5,296.5,296.15,296.54,3025909,8.972954677e+13,,994897.0,0.3288,26.201187
2003-04-09,RELIANCE,EQ,296.15,293.15,294.9,287.5,288.35,288.35,289.45,3180773,9.2068874395e+13,,958674.0,0.3014,25.511101
2003-04-10,RELIANCE,EQ,288.35,287.9,288.5,282.1,284.9,285.25,285.48,2911610,8.312143773e+13,,955076.0,0.328,25.236839
2003-04-11,RELIANCE,EQ,285.25,286.4,294.0,282.5,292.25,292.85,289.76,3456980,1.0016926477e+14,,1279155.0,0.37,25.909248
2003-04-15,RELIANCE,EQ,292.85,293.0,293.2,274.15,284.0,282.3,281.29,5846070,1.6444478615e+14,,1283334.0,0.2195,24.975821
2003-04-16,RELIANCE,EQ,282.3,284.9,285.35,280.4,283.2,283.8,283.54,3023338,8.572385127e+13,,1145569.0,0.3789,25.108538
2003-04-17,RELIANCE,EQ,283.8,283.8,283.8,276.15,278.55,278.15,278.89,3105149,8.6600189225e+13,,700903.0,0.2257,24.60866
2003-04-21,RELIANCE,EQ,278.15,280.0,282.0,277.0,279.05,279.3,279.68,2161877,6.0464006145e+13,,332841.0,0.154,24.710394
2003-04-22,RELIANCE,EQ,279.3,278.65,278.8,273.75,277.5,277.4,276.85,3876796,1.07327649835e+14,,735107.0,0.1896,24.542336
2003-04-23,RELIANCE,EQ,277.4,281.5,284.45,269.75,270.9,271.2,277.55,15811793,4.38848899335e+14,,2005380.0,0.1268,23.993801
2003-04-24,RELIANCE,EQ,271.2,273.0,277.0,271.7,274.05,273.8,274.54,6500987,1.78478799155e+14,,1048369.0,0.1613,24.223829
2003-04-25,RELIANCE,EQ,273.8,272.0,274.6,267.0,267.6,268.2,269.2,5532466,1.4893559994e+14,,1293763.0,0.2338,23.728371
2003-04-28,RELIANCE,EQ,268.2,268.0,273.7,264.75,272.0,272.2,270.96,4880945,1.32256041445e+14,,937837.0,0.1921,24.082275
2003-04-29,RELIANCE,EQ,272.2,273.0,273.85,270.75,272.8,272.85,272.55,3156736,8.603819037e+13,,1361452.0,0.4313,24.139767
2003-04-30,RELIANCE,EQ,272.85,272.75,275.5,271.05,273.25,274.45,273.78,2433276,6.6618100355e+13,,588648.0,0.2419,24.281324
2003-05-02,RELIANCE,EQ,274.45,274.6,274.9,271.3,273.05,273.45,273.17,2318553,6.3336262585e+13,,640951.0,0.2764,24.192842
2003-05-05,RELIANCE,EQ,273.45,275.0,276.0,269.5,269.5,270.55,272.57,2762692,7.530302919e+13,,1005562.0,0.364,23.936306
2003-05-06,RELIANCE,EQ,270.55,270.0,272.65,267.9,269.1,269.9,270.33,3081872,8.3313158535e+13,,666438.0,0.2162,23.878757
2003-05-07,RELIANCE,EQ,269.9,266.4,268.75,265.0,265.65,265.55,266.7,2939450,7.8394099665e+13,,679826.0,0.2313,23.493925
2003-05-08,RELIANCE,EQ,265.55,265.0,265.95,258.0,259.5,259.55,261.72,5238248,1.37097307565e+14,,1187285.0,0.2267,22.963062
2003-05-09,RELIANCE,EQ,259.55,257.15,263.5,257.15,260.85,261.05,261.39,3066891,8.016686614e+13,,700706.0,0.2285,23.095779
2003-05-12,RELIANCE,EQ,261.05,262.0,263.0,258.25,260.55,260.8,260.47,2117544,5.5156106665e+13,,401789.0,0.1897,23.073689
2003-05-13,RELIANCE,EQ,260.8,261.9,262.85,259.75,261.9,261.75,261.56,1702560,4.4532764015e+13,,398443.0,0.234,23.157747
2003-05-14,RELIANCE,EQ,261.75,261.75,267.2,261.75,266.0,266.5,265.53,2832571,7.5213338555e+13,,889909.0,0.3142,23.577982
2003-05-15,RELIANCE,EQ,266.5,266.65,268.4,265.1,267.8,267.35,267.04,1985716,5.3027495115e+13,,509470.0,0.2566,23.653151
2003-05-16,RELIANCE,EQ,267.35,269.0,269.8,266.9,268.5,268.65,268.33,2180439,5.8508633825e+13,,604637.0,0.2773,23.768192
2003-05-19,RELIANCE,EQ,268.65,269.05,271.15,267.5,269.05,269.1,269.19,2564055,6.9022759835e+13,,926783.0,0.3615,23.80801
2003-05-20,RELIANCE,EQ,269.1,264.5,272.8,264.5,272.4,272.1,270.15,2951846,7.9743920065e+13,,1210238.0,0.41,24.073439
2003-05-21,RELIANCE,EQ,272.1,272.7,273.8,269.3,271.45,271.8,271.57,2578727,7.0031559085e+13,,799074.0,0.3099,24.046877
2003-05-22,RELIANCE,EQ,271.8,270.6,275.2,269.5,274.1,274.6,272.9,3004600,8.1995974525e+13,,1105080.0,0.3678,24.294573
2003-05-23,RELIANCE,EQ,274.6,271.0,271.9,269.1,269.35,270.25,270.25,1526396,4.1250499685e+13,,540872.0,0.3543,27.064856
2003-05-26,RELIANCE,EQ,270.25,270.0,281.0,269.0,280.0,279.45,275.02,3028596,8.3293721715e+13,,1098204.0,0.3626,27.986229
2003-05-27,RELIANCE,EQ,279.45,279.1,284.4,278.3,279.95,280.45,282.43,3884253,1.09701908035e+14,,1426219.0,0.3672,28.08638
2003-05-28,RELIANCE,EQ,280.45,281.0,289.3,281.0,288.6,288.0,285.89,5123081,1.46464801005e+14,,1958208.0,0.3822,28.842455
2003-05-29,RELIANCE,EQ,288.0,289.5,294.9,286.5,293.95,293.6,291.03,4330163,1.26019432545e+14,,1820931.0,0.4205,29.403292
2003-05-30,RELIANCE,EQ,293.6,294.0,302.0,293.0,297.9,298.6,299.23,6292634,1.8829265772e+14,,2328923.0,0.3701,29.904047
2003-06-02,RELIANCE,EQ,298.6,299.0,300.4,293.35,295.25,294.55,297.21,2633889,7.8280809385e+13,,605356.0,0.2298,29.498446
2003-06-03,RELIANCE,EQ,294.55,292.4,295.0,291.25,291.8,292.15,292.8,1322619,3.8726844265e+13,,244348.0,0.1847,29.25807
2003-06-04,RELIANCE,EQ,292.15,292.55,302.7,292.0,301.95,300.65,298.29,4587018,1.36827954405e+14,,1532680.0,0.3341,30.10936
2003-06-05,RELIANCE,EQ,300.65,305.0,314.8,304.6,311.0,312.5,310.6,10049061,3.12124574865e+14,,2452743.0,0.2441,31.296055
2003-06-06,RELIANCE,EQ,312.5,315.0,316.85,310.7,313.3,313.5,313.7,5565987,1.74602381585e+14,,1014626.0,0.1823,31.396202
2003-06-09,RELIANCE,EQ,313.5,319.45,319.45,305.7,307.0,307.6,309.35,4317101,1.3354825696e+14,,1411498.0,0.327,30.805365
2003-06-10,RELIANCE,EQ,307.6,306.2,313.75,301.75,303.1,303.55,309.47,5040597,1.5599076123e+14,,670220.0,0.133,30.399748
2003-06-11,RELIANCE,EQ,303.55,303.05,308.8,303.05,307.4,307.75,306.43,3510016,1.07557981045e+14,,488270.0,0.1391,30.820362
2003-06-12,RELIANCE,EQ,307.75,308.65,310.9,307.1,307.95,308.0,309.19,2656499,8.2136028875e+13,,326845.0,0.123,30.845438
2003-06-13,RELIANCE,EQ,308.0,309.75,314.4,309.65,313.0,312.95,312.08,5154883,1.6087447714e+14,,1109351.0,0.2152,31.341133
2003-06-16,RELIANCE,EQ,312.95,315.15,317.0,306.3,307.5,307.25,312.55,7720929,2.41319298525e+14,,695019.0,0.09,30.770288
2003-06-17,RELIANCE,EQ,307.25,309.75,322.9,308.7,322.55,321.1,316.29,9155674,2.89587456115e+14,,2006539.0,0.2192,32.157341
2003-06-18,RELIANCE,EQ,321.1,322.75,322.75,316.7,319.45,318.0,318.94,5274828,1.682337072e+14,,771052.0,0.1462,31.846895
2003-06-19,RELIANCE,EQ,318.0,301.15,326.0,301.15,324.5,324.9,323.67,7189801,2.3271343483e+14,,1585055.0,0.2205,32.537891
2003-06-20,RELIANCE,EQ,324.9,322.0,337.75,322.0,335.9,335.45,332.05,14043308,4.6631245214e+14,,2011587.0,0.1432,33.59449
2003-06-23,RELIANCE,EQ,335.45,334.45,334.45,324.1,324.3,325.25,328.29,4437953,1.4569466863e+14,,795331.0,0.1792,32.572964
2003-06-24,RELIANCE,EQ,325.25,325.25,328.25,319.0,320.05,320.35,323.52,6522147,2.1100674815e+14,,1768675.0,0.2712,32.082264
2003-06-25,RELIANCE,EQ,320.35,322.0,329.0,322.0,325.0,324.85,325.22,5824144,1.89413536715e+14,,1215149.0,0.2086,32.53289
2003-06-26,RELIANCE,EQ,324.85,326.0,331.9,323.25,323.75,325.15,328.33,7399290,2.4293851003e+14,,1487729.0,0.2011,32.562958
2003-06-27,RELIANCE,EQ,325.15,326.65,328.0,321.55,324.2,324.75,324.46,4646035,1.5074688017e+14,,861472.0,0.1854,32.522888
2003-06-30,RELIANCE,EQ,324.75,325.0,330.2,322.6,324.65,324.9,326.99,5617703,1.8369398642e+14,,853905.0,0.152,32.537891
2003-07-01,RELIANCE,EQ,324.9,326.05,328.4,323.25,326.5,325.8,326.13,5923798,1.931935364e+14,,754094.0,0.1273,32.62804
2003-07-02,RELIANCE,EQ,325.8,327.85,334.0,326.0,326.15,328.5,331.22,7578443,2.51015339215e+14,,1097115.0,0.1448,32.898422
2003-07-03,RELIANCE,EQ,328.5,329.75,335.45,327.3,331.0,330.75,331.87,8234968,2.7329100808e+14,,1211097.0,0.1471,33.123795
2003-07-04,RELIANCE,EQ,330.75,333.05,337.3,331.0,333.8,332.95,333.93,5938555,1.98305059155e+14,,1055700.0,0.1778,33.344101
2003-07-07,RELIANCE,EQ,332.95,334.0,337.5,327.6,328.0,328.75,331.22,4094522,1.35618671985e+14,,829717.0,0.2026,32.923489
2003-07-08,RELIANCE,EQ,328.75,329.1,331.0,324.65,326.0,326.25,328.74,3532013,1.16113160935e+14,,582502.0,0.1649,32.673111
2003-07-09,RELIANCE,EQ,326.25,330.0,330.0,323.25,326.5,326.65,325.75,3066396,9.9889289745e+13,,546611.0,0.1783,32.713184
2003-07-10,RELIANCE,EQ,326.65,328.9,335.6,326.65,334.3,334.1,331.73,4260327,1.41326425565e+14,,1545031.0,0.3627,33.459259
2003-07-11,RELIANCE,EQ,334.1,334.0,337.5,329.65,330.9,330.7,333.93,4139447,1.38227040745e+14,,823750.0,0.199,33.118801
2003-07-14,RELIANCE,EQ,330.7,333.0,340.5,333.0,339.4,339.75,337.59,6545570,2.2096928027e+14,,1197822.0,0.183,34.025105
2003-07-15,RELIANCE,EQ,339.75,341.0,344.9,334.7,337.7,337.65,338.92,6006878,2.03582757395e+14,,1627199.0,0.2709,33.814793
2003-07-16,RELIANCE,EQ,337.65,336.75,346.4,335.0,345.0,343.75,340.49,5578641,1.89945124855e+14,,960702.0,0.1722,34.425709
2003-07-17,RELIANCE,EQ,343.75,345.0,346.9,336.0,337.0,338.8,343.17,5765178,1.9784514189e+14,,1135163.0,0.1969,33.929947
2003-07-18,RELIANCE,EQ,338.8,338.45,350.0,334.0,339.55,339.25,338.28,5592085,1.8916674418e+14,,925635.0,0.1655,33.975025
2003-07-21,RELIANCE,EQ,339.25,341.2,341.5,334.1,335.85,335.7,337.52,4688869,1.5825693179e+14,,1360390.0,0.2901,33.619495
2003-07-22,RELIANCE,EQ,335.7,335.85,335.85,329.35,334.8,334.05,333.02,5254420,1.74980993935e+14,,1274619.0,0.2426,33.454262
2003-07-23,RELIANCE,EQ,334.05,336.0,336.5,327.4,330.25,329.8,331.75,4455942,1.47824755195e+14,,1275746.0,0.2863,33.028641
2003-07-24,RELIANCE,EQ,329.8,331.1,346.0,329.1,344.4,341.8,336.82,5631688,1.8968388176e+14,,1130402.0,0.2007,34.230408
2003-07-25,RELIANCE,EQ,341.8,345.0,351.0,342.3,348.5,349.6,347.4,8078652,2.806487237e+14,,1130151.0,0.1399,35.011555
2003-07-28,RELIANCE,EQ,349.6,350.55,354.35,343.5,344.05,345.2,349.92,4839923,1.69358373105e+14,,592671.0,0.1225,34.570942
2003-07-29,RELIANCE,EQ,345.2,343.05,349.0,341.9,347.7,347.65,345.21,5073934,1.7515616443e+14,,766552.0,0.1511,34.81625
2003-07-30,RELIANCE,EQ,347.65,344.0,353.55,330.0,349.25,348.6,349.77,4926920,1.72328060365e+14,,457524.0,0.0929,34.9114
2003-07-31,RELIANCE,EQ,348.6,351.0,361.85,347.0,357.8,357.9,356.82,16058683,5.73004033475e+14,,2668911.0,0.1662,35.842785
2003-08-01,RELIANCE,EQ,357.9,359.7,359.7,353.6,354.4,355.05,356.21,5331971,1.89930433835e+14,,711648.0,0.1335,35.557327
2003-08-04,RELIANCE,EQ,355.05,353.5,357.7,352.5,354.5,354.9,355.15,3691388,1.31101103605e+14,,639714.0,0.1733,35.542324
2003-08-05,RELIANCE,EQ,354.9,355.6,364.0,344.65,346.05,347.95,356.55,8098676,2.8875703465e+14,,707305.0,0.0873,34.846325
2003-08-06,RELIANCE,EQ,347.95,343.6,356.4,343.6,352.4,350.6,351.91,8697928,3.06093085685e+14,,1644784.0,0.1891,35.111706
2003-08-07,RELIANCE,EQ,350.6,353.15,357.0,348.65,356.55,355.55,352.94,5606043,1.9786248184e+14,,1080860.0,0.1928,35.607468
2003-08-08,RELIANCE,EQ,355.55,359.9,364.45,357.0,363.5,363.3,361.77,7174479,2.5955276146e+14,,1235515.0,0.1722,36.383553
2003-08-11,RELIANCE,EQ,363.3,358.5,365.0,358.5,360.65,361.3,362.23,4667303,1.69065267225e+14,,841555.0,0.1803,36.183308
2003-08-12,RELIANCE,EQ,361.3,388.8,388.8,355.55,356.5,356.8,359.42,3850086,1.383791323e+14,,590806.0,0.1535,35.73262
2003-08-13,RELIANCE,EQ,356.8,369.9,369.9,355.75,361.4,360.95,359.46,4531665,1.62896616425e+14,,916908.0,0.2023,36.148232
2003-08-14,RELIANCE,EQ,360.95,362.0,365.45,357.15,359.5,358.6,361.87,4802977,1.7380302595e+14,,845655.0,0.1761,35.912857
2003-08-18,RELIANCE,EQ,358.6,359.0,364.45,355.0,361.05,361.25,360.37,5574787,2.0089964426e+14,,1120588.0,0.201,36.178246
2003-08-19,RELIANCE,EQ,361.25,362.65,371.45,360.65,371.0,369.1,366.77,5876836,2.155458641e+14,,1255783.0,0.2137,36.964455
2003-08-20,RELIANCE,EQ,369.1,372.0,374.7,367.55,369.1,368.9,371.17,3505892,1.30127264755e+14,,601518.0,0.1716,36.944389
2003-08-21,RELIANCE,EQ,368.9,375.0,375.0,369.15,369.6,371.1,371.35,4227478,1.56988318815e+14,,1160770.0,0.2746,37.164757
2003-08-22,RELIANCE,EQ,371.1,373.2,384.75,372.0,384.15,381.7,378.17,8339399,3.15368108655e+14,,1678643.0,0.2013,38.226303
2003-08-25,RELIANCE,EQ,381.7,386.0,424.7,367.1,376.8,378.6,378.36,9454459,3.5771528509e+14,,2430734.0,0.2571,37.915836
2003-08-26,RELIANCE,EQ,378.6,380.0,392.0,378.1,391.0,390.65,385.92,8005644,3.08950334395e+14,,1694999.0,0.2117,39.122597
2003-08-27,RELIANCE,EQ,390.65,390.0,397.05,390.0,394.9,393.8,394.13,5248770,2.06868671745e+14,,1644330.0,0.3133,39.438068
2003-08-28,RELIANCE,EQ,393.8,394.05,397.5,388.5,397.0,393.7,392.05,5044335,1.97762814725e+14,,1194577.0,0.2368,39.428051
2003-08-29,RELIANCE,EQ,393.7,399.0,404.75,393.75,396.0,400.7,400.86,6588927,2.6412581001e+14,,1719112.0,0.2609,40.129059
2003-09-01,RELIANCE,EQ,400.7,398.25,414.4,398.25,414.0,410.2,404.26,6030443,2.4378628752e+14,,1934529.0,0.3208,41.080502
2003-09-02,RELIANCE,EQ,410.2,415.0,421.6,411.65,417.0,418.6,416.78,9658341,4.0253647418e+14,,2493370.0,0.2582,41.921734
2003-09-03,RELIANCE,EQ,418.6,416.15,418.9,406.05,406.55,407.95,413.43,5528319,2.285580529e+14,,1133655.0,0.2051,40.855129
2003-09-04,RELIANCE,EQ,407.95,406.9,413.0,405.1,411.8,409.3,409.7,6333379,2.5948094305e+14,,1746493.0,0.2758,40.990349
2003-09-05,RELIANCE,EQ,409.3,411.1,421.3,411.1,419.5,419.85,416.82,5809532,2.4215030213e+14,,1460557.0,0.2514,42.046879
2003-09-08,RELIANCE,EQ,419.85,422.1,437.45,422.1,436.4,435.6,430.29,7843693,3.37507459325e+14,,2165447.0,0.2761,43.624252
2003-09-09,RELIANCE,EQ,435.6,437.15,442.4,432.1,437.25,436.3,438.96,8818832,3.87113725915e+14,,2485031.0,0.2818,43.694332
2003-09-10,RELIANCE,EQ,436.3,435.0,435.45,430.6,434.6,434.65,433.38,5081235,2.20211769965e+14,,1324624.0,0.2607,43.529099
2003-09-11,RELIANCE,EQ,434.65,425.0,439.2,425.0,427.65,428.7,433.72,6898117,2.9918376443e+14,,1660522.0,0.2407,42.933189
2003-09-12,RELIANCE,EQ,428.7,428.0,433.6,416.0,418.25,419.15,425.38,6079875,2.58625692285e+14,,1053371.0,0.1733,41.976807
2003-09-15,RELIANCE,EQ,419.15,419.0,419.8,401.65,403.0,404.55,408.79,8703494,3.55791850165e+14,,2360709.0,0.2712,40.51466
2003-09-16,RELIANCE,EQ,404.55,406.0,411.7,393.6,409.95,410.15,405.92,9781713,3.9705541348e+14,,2203720.0,0.2253,41.075497
2003-09-17,RELIANCE,EQ,410.15,418.0,418.0,402.15,403.0,406.9,411.45,7204975,2.9644883619e+14,,1267190.0,0.1759,40.750038
2003-09-18,RELIANCE,EQ,406.9,409.0,409.0,392.65,394.3,395.35,399.06,8725249,3.481906469e+14,,2246187.0,0.2574,39.593285
2003-09-19,RELIANCE,EQ,395.35,395.05,407.85,392.0,405.35,404.05,401.3,10975666,4.4045433807e+14,,1797167.0,0.1637,40.464592
2003-09-22,RELIANCE,EQ,404.05,411.9,411.9,400.1,403.7,403.05,405.24,5331483,2.1605430552e+14,,927432.0,0.174,40.364437
2003-09-23,RELIANCE,EQ,403.05,400.15,415.9,397.75,415.0,412.55,405.1,5067816,2.05294971625e+14,,723915.0,0.1428,41.315819
2003-09-24,RELIANCE,EQ,412.55,416.7,431.2,412.25,427.4,429.0,422.21,8490786,3.58485974865e+14,,2538910.0,0.299,42.963253
2003-09-25,RELIANCE,EQ,429.0,428.0,432.5,416.0,419.15,418.2,421.78,10013123,4.22338286975e+14,,2360292.0,0.2357,41.881657
2003-09-26,RELIANCE,EQ,418.2,420.8,427.45,417.0,426.9,426.3,421.81,7256463,3.060857792e+14,,1829356.0,0.2521,42.692867
2003-09-29,RELIANCE,EQ,426.3,510.0,510.0,427.75,435.95,434.3,433.45,4924381,2.1344740112e+14,,1133117.0,0.2301,43.494034
2003-09-30,RELIANCE,EQ,434.3,436.25,445.35,435.0,444.0,443.8,441.58,7794669,3.44194337645e+14,,2219397.0,0.2847,44.445473
2003-10-01,RELIANCE,EQ,443.8,441.0,445.35,433.05,435.0,435.7,440.1,4596091,2.0227597495e+14,,1177807.0,0.2563,43.634251
2003-10-03,RELIANCE,EQ,435.7,439.0,450.0,438.0,450.0,448.55,445.09,6636276,2.9537500855e+14,,2391805.0,0.3604,44.921158
2003-10-06,RELIANCE,EQ,448.55,448.5,459.8,422.5,459.2,457.5,454.45,4881619,2.218436685e+14,,1613558.0,0.3305,45.817467
2003-10-07,RELIANCE,EQ,457.5,458.0,461.0,450.15,453.0,451.8,454.52,5415584,2.4615000546e+14,,1372031.0,0.2533,45.24662
2003-10-08,RELIANCE,EQ,451.8,465.0,465.0,448.65,458.65,455.25,455.13,4604292,2.0955714104e+14,,1233483.0,0.2679,45.592148
2003-10-09,RELIANCE,EQ,455.25,459.0,463.0,452.1,453.5,455.15,457.88,5438028,2.48999074155e+14,,1468073.0,0.27,45.582092
2003-10-10,RELIANCE,EQ,455.15,458.2,472.0,458.2,470.5,470.9,466.34,7664012,3.5740509445e+14,,2599102.0,0.3391,47.159451
2003-10-13,RELIANCE,EQ,470.9,470.85,484.0,465.5,483.55,481.05,477.06,5561367,2.65310204015e+14,,1565145.0,0.2814,48.175915
2003-10-14,RELIANCE,EQ,481.05,485.0,487.9,465.15,468.5,468.25,476.47,6071066,2.89267738355e+14,,1394402.0,0.2297,46.89407
2003-10-15,RELIANCE,EQ,468.25,469.15,482.9,466.35,482.6,478.65,473.05,6397161,3.0261958449e+14,,831837.0,0.13,47.935593
2003-10-16,RELIANCE,EQ,478.65,497.9,497.9,480.6,481.6,488.55,491.2,16486307,8.0980874492e+14,,2834308.0,0.1719,48.927052
2003-10-17,RELIANCE,EQ,488.55,487.0,497.0,485.65,488.05,489.55,491.08,6724539,3.3022707477e+14,,1214747.0,0.1806,49.027214
2003-10-20,RELIANCE,EQ,489.55,493.0,495.0,480.0,480.7,481.8,487.93,4479769,2.185800381e+14,,1061827.0,0.237,48.251068
2003-10-21,RELIANCE,EQ,481.8,485.0,485.0,464.5,467.85,468.2,477.38,6892959,3.2905751097e+14,,1402375.0,0.2035,46.889061
2003-10-22,RELIANCE,EQ,468.2,460.25,474.4,460.25,471.0,468.9,469.49,5518654,2.59095959865e+14,,899265.0,0.163,46.959148
2003-10-23,RELIANCE,EQ,468.9,469.8,470.0,456.1,457.5,458.8,464.92,5879520,2.73350290565e+14,,1276323.0,0.2171,45.947628
2003-10-24,RELIANCE,EQ,458.8,370.0,474.0,370.0,473.1,470.65,462.61,6294240,2.9117588578e+14,,971353.0,0.1543,47.134384
2003-10-27,RELIANCE,EQ,475.4,475.0,476.0,457.15,458.0,459.0,465.7,4982452,2.32032370115e+14,,1248274.0,0.1937,45.96769
2003-10-28,RELIANCE,EQ,459.0,460.0,470.0,458.0,465.95,464.3,464.45,7426937,3.4494110292e+14,,1574465.0,0.212,46.498455
2003-10-29,RELIANCE,EQ,464.3,467.25,474.95,462.5,473.75,472.4,466.37,4037719,1.8830598215e+14,,906667.0,0.2245,47.309685
2003-10-30,RELIANCE,EQ,472.4,470.55,480.0,468.6,480.0,477.05,473.61,4701112,2.2264762798e+14,,1140410.0,0.2426,47.775375
2003-10-31,RELIANCE,EQ,477.05,480.0,487.75,478.1,486.9,486.45,484.21,4718758,2.28486069115e+14,,1406176.0,0.298,48.716747
2003-11-03,RELIANCE,EQ,486.45,486.95,500.9,486.95,499.0,498.1,495.45,8769709,4.3449879738e+14,,2692328.0,0.307,49.883434
2003-11-04,RELIANCE,EQ,498.1,502.1,506.0,487.15,489.7,491.5,496.23,7882729,3.91168100765e+14,,1760714.0,0.2234,49.222507
2003-11-05,RELIANCE,EQ,491.5,487.0,494.1,480.5,490.35,488.6,487.28,6506879,3.1706776033e+14,,1596977.0,0.2454,48.932068
2003-11-06,RELIANCE,EQ,488.6,492.0,501.5,489.1,490.45,492.85,496.27,9589862,4.7591296797e+14,,2308408.0,0.2407,49.357666
2003-11-07,RELIANCE,EQ,492.85,493.55,496.9,479.7,480.05,482.15,487.24,5214906,2.5409289743e+14,,1149396.0,0.2204,48.286133
2003-11-10,RELIANCE,EQ,482.15,510.0,510.0,471.1,483.3,482.95,479.52,3943629,1.89106525035e+14,,1103376.0,0.2798,48.366215
2003-11-11,RELIANCE,EQ,482.95,480.15,485.0,475.6,482.85,480.65,480.34,4570877,2.1955699033e+14,,1123211.0,0.2457,48.135899
2003-11-12,RELIANCE,EQ,480.65,490.0,491.45,482.1,482.5,484.05,487.85,5669505,2.76588235765e+14,,1567816.0,0.2765,48.476376
2003-11-13,RELIANCE,EQ,484.05,499.9,499.9,476.05,477.0,477.85,482.44,4587227,2.21305190805e+14,,1152892.0,0.2513,47.855453
2003-11-14,RELIANCE,EQ,477.85,471.25,475.0,462.2,462.6,464.9,469.35,5850660,2.7460318628e+14,,1528148.0,0.2612,46.558544
2003-11-17,RELIANCE,EQ,468.3,467.15,477.4,465.0,473.5,474.95,470.38,5284715,2.48581435985e+14,,1450512.0,0.2745,47.56506
2003-11-18,RELIANCE,EQ,474.95,472.65,476.75,465.0,466.0,466.0,470.2,3709555,1.74422723005e+14,,578227.0,0.1559,46.66869
2003-11-19,RELIANCE,EQ,466.0,464.15,466.75,458.6,462.5,461.6,463.49,5303106,2.45794649815e+14,,1211058.0,0.2284,46.228081
2003-11-20,RELIANCE,EQ,461.6,462.1,465.9,449.0,449.65,450.8,458.49,4513877,2.0695751195e+14,,722465.0,0.1601,45.146469
2003-11-21,RELIANCE,EQ,450.8,446.2,461.9,446.2,461.85,459.45,454.09,6034467,2.7402116448e+14,,1080203.0,0.179,46.012768
2003-11-24,RELIANCE,EQ,459.45,461.85,463.0,454.1,454.55,455.9,457.63,3139596,1.4367602523e+14,,567114.0,0.1806,45.65723
2003-11-25,RELIANCE,EQ,455.9,456.0,468.9,456.0,468.0,467.05,463.18,4945760,2.2907867415e+14,,743116.0,0.1503,46.773846
2003-11-27,RELIANCE,EQ,467.05,467.15,480.3,467.15,474.2,476.2,475.53,7246806,3.4461022914e+14,,2203063.0,0.304,47.69022
2003-11-28,RELIANCE,EQ,476.2,477.0,489.9,477.0,489.9,487.05,483.56,5419378,2.62059519895e+14,,1414784.0,0.2611,48.776821
2003-12-01,RELIANCE,EQ,487.05,490.1,494.8,488.1,491.9,492.25,491.09,4123682,2.0251144069e+14,,917866.0,0.2226,49.297588
2003-12-02,RELIANCE,EQ,492.25,493.15,505.0,485.8,504.55,499.6,493.54,6277005,3.09797244265e+14,,1457284.0,0.2322,50.033661
2003-12-03,RELIANCE,EQ,499.6,505.0,505.0,492.85,493.0,497.9,499.82,8420259,4.2086313678e+14,,1710378.0,0.2031,49.86343
